game_id,team_id,plus_minus,avg_opp_elo,is_home,days_since_last,is_back_to_back
0022000163,1610612754,9.0,1509.199415079108,0.0,1.0,1.0
0022000168,1610612751,7.0,1491.3072328922729,0.0,1.0,1.0
0022000170,1610612747,29.0,1506.518322917597,0.0,1.0,1.0
0022000170,1610612760,-29.0,1501.5381390221103,1.0,1.0,1.0
0022000175,1610612766,-3.0,1494.6200426851992,0.0,1.0,1.0
0022000178,1610612757,-24.0,1503.0438366930503,1.0,1.0,1.0
0022000190,1610612753,-7.0,1511.3287122509305,0.0,1.0,1.0
0022000195,1610612737,-6.0,1447.8192979510625,0.0,1.0,1.0
0022000203,1610612752,7.0,1522.4770707167904,1.0,1.0,1.0
0022000210,1610612742,-23.0,1512.18171736247,0.0,1.0,1.0
0022000211,1610612741,5.0,1489.1436465766722,1.0,1.0,1.0
0022000228,1610612744,-15.0,1536.2863070954227,1.0,1.0,1.0
0022000241,1610612752,-9.0,1514.4923545973168,0.0,1.0,1.0
0022000243,1610612755,4.0,1485.0343479582414,0.0,1.0,1.0
0022000243,1610612765,-4.0,1506.1788711859906,1.0,1.0,1.0
0022000244,1610612748,-4.0,1516.681308381983,0.0,1.0,1.0
0022000244,1610612751,4.0,1478.7940402517443,1.0,1.0,1.0
0022000245,1610612741,-11.0,1493.431688228794,1.0,1.0,1.0
0022000246,1610612750,10.0,1497.7890793228275,1.0,1.0,1.0
0022000247,1610612742,-25.0,1518.1940225490002,1.0,1.0,1.0
0022000247,1610612745,25.0,1521.5570194292343,0.0,1.0,1.0
0022000248,1610612756,-8.0,1512.9169327237353,1.0,1.0,1.0
